nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Clim@63,,,,,Association,,26 Rue des Vaugondières - Ecole des Vaugondières 63370 LEMPDES,26,Rue des Vaugondières,63370,63193,Lempdes,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.76729,3.191872,,Non,0671965545,,contact@climat63.net,climat63.free.fr,,,,,,,,,,
Médiathèque « Pays de Lapalisse »,Communauté de Communes Pays de Lapalisse,,,,Collectivité locale ou territoriale,,Place du Général Leclerc 3120 LAPALISSE,,Place Général Leclerc,29870,29117,Lannilis,Finistère,Bretagne,48.569575,-4.521451,,Non,0470991190,,mediatheque@cc-paysdelapalisse.fr,www.cc-paysdelapalisse.fr/Bien_Vivre-Services-Mediatheque.html,,,,,,,,,,
Point Information Jeunesse/ Point Cyb,M. le Maire,,,,Collectivité locale ou territoriale,,42-44 Place Jules Ferry 3400 YZEURE,44,Place Jules Ferry,03400,03321,Yzeure,Allier,Auvergne-Rhône-Alpes,46.566,3.355051,,Non,0470485338,,pij@ville-yzeure.com,www.ville-yzeure.com,,,,,,,,,,
Bibliothèque Municipale Riom es Montagnes,,,,,,,Avenue Monseigneur Martrou 15400 RIOM ES MONTAGNES,,Avenue Monseigneur Martrou,15400,15162,Riom-ès-Montagnes,Cantal,Auvergne-Rhône-Alpes,45.283333,2.661908,,Non,0471781436,,biblioth.riom.mgnes@wanadoo.fr,,,,,,,,,,,
Cyber base de Brioude,Communauté de communes du Brivadois,,,,Collectivité locale ou territoriale,,Avenue Léon Blum 43100 BRIOUDE,,Avenue Léon Blum,43100,43040,Brioude,Haute-Loire,Auvergne-Rhône-Alpes,45.290287,3.386123,,Non,0471745137,,cyberbasebrioude@orange.fr,,,,,,,,,,,
Centre d'animation Culturelle Camille Claudel,Ville de Clermont-Ferrand,,,,Association,,3 Rue du Maréchal Joffre 63000 CLERMONT-FERRAND,3,Rue Maréchal Joffre,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.775929,3.087609,,Non,0473423727,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Ecole Jules Michelet,Ville de Clermont-Ferrand,,,,Association,,8 Rue Antoine Bellet 63000 CLERMONT-FERRAND,8,Rue Antoine Bellet,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.788995,3.114172,,Non,0473256800,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Solidairnet,Association Chôm'Actif,,,,Association,,33 Rue de Vertaizon 63000 CLERMONT-FERRAND,33,Rue de Vertaizon,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.774555,3.09981,,Non,0473921404,,solidairnet@gmail.com,http://solidairnet.chomactif.fr,,,,,,,,,,
Bibliothèque de Cunlhat,,,,,,,4 Rue Saint Pierre 63590 CUNLHAT,4,Rue Saint-pièrre,63590,63132,Cunlhat,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.632755,3.559385,,Non,0473723184,,cunlhat-bibliotheque@free.fr,,,,,,,,,,,
Médiathèque Saintt-Germain l'Herm,"Association ""Les Médiathèques du Haut-Livradois""",,,,Association,,Maison de l'animation 63630 SAINT-GERMAIN L'HERM,,Rue de la Convention,63630,63353,Saint-Germain-l'Herm,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.457591,3.54238,,Non,0473720944,,bibstgermain@wanadoo.fr,http://asso.mhl.over-blog.org/,,,,,,,,,,
Espace Culturel La Pléiade,,,,,Association,,Place de la Butte 3600 COMMENTRY,,Place de la Butte,03600,03082,Commentry,Allier,Auvergne-Rhône-Alpes,46.287238,2.743076,,Non,470644060,,lapleiadecommentry@wanadoo.fr,,,,,,,,,,,
Point Information Jeunesse,Viltaïs,,,,Association,,5 bis Rue du 4 septembre 3150 VARENNES SUR ALLIER,5 bis,Rue du 4 Septembre,03150,03298,Varennes-sur-Allier,Allier,Auvergne-Rhône-Alpes,46.314317,3.399339,,Non,0470474595,,pij.varennes@viltais.eu,,,,,,,,,,,
Point d'accueil Escorailles,,,,,,,Le Bourg 15700 ESCORAILLES,,Le Bourg,15700,15064,Escorailles,Cantal,Auvergne-Rhône-Alpes,45.173235,2.327302,,Non,0471690033,,mairie.escorailles@wanadoo.fr,,,,,,,,,,,
Bibliothèque de Saint-Flour,,,,,,,60 Rue de Belloy 15100 SAINT FLOUR,60,Rue de Belloy,15100,15187,Saint-Flour,Cantal,Auvergne-Rhône-Alpes,45.034862,3.092401,,Non,0471602544,,bibliotheque.saintflour@wanadoo.fr,,,,,,,,,,,
Point Cyb du PIJ de Brioude,,,,,,,4 Avenue Victor Hugo 43100 BRIOUDE,4,Avenue Victor Hugo,43100,43040,Brioude,Haute-Loire,Auvergne-Rhône-Alpes,45.294866,3.381195,,Non,0471749724,,pij.brioude@free.fr,,,,,,,,,,,
Ecole Jean Moulin,Ville de Clermont-Ferrand,,,,Association,,Rue de la Pradelle 63000 CLERMONT-FERRAND,,Rue de la Pradelle,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.773257,3.095564,,Non,0473924370,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Médiathèque Croix de Neyrat,Ville de Clermont-Ferrand,,,,Association,,Place Alexandre Vialatte 63000 CLERMONT-FERRAND,,Rue Alexandre Ribot,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.766826,3.092557,,Non,0473256483,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Bibliothèque de Lempdes,,,,,,,Parc de la mairie 63370 LEMPDES,,Rue de la Source,63370,63193,Lempdes,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.767993,3.198416,,Non,0473618641,,bbuisson@agglo-clermont.fr,,,,,,,,,,,
Point Information Jeunesse d'Olliergues,Communauté de Communes du Pays d'Olliergues,,,,Collectivité locale ou territoriale,,13 Avenue Maréchal de Lattre de Tassigny 63880 OLLIERGUES,13,Rue Mal de Lattre de Tassigny,63880,63258,Olliergues,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.676775,3.637313,,Non,0473952958,,pij.ccpo@wanadoo.fr,,,,,,,,,,,
Espace Multimédia Gannat,,,,,,,12 Allée des Tilleuls 3800 GANNAT,12,Allée des Tilleuls,03800,03118,Gannat,Allier,Auvergne-Rhône-Alpes,46.097283,3.197147,,Non,0470903841,,multimedia@ville-gannat.fr,,,,,,,,,,,
Point Information Jeunesse Vichy Val d'Allier,,,,,Association,,9 Place de l'hôtel de ville 3200 VICHY,9,Place de l'Hotel de Ville,03200,03310,Vichy,Allier,Auvergne-Rhône-Alpes,46.124065,3.427966,,Non,0470310527,,pij@vichy-valallier.fr,www.info-jeunes.net,,,,,,,,,,
Point Cybercantal de Jussac,,,,,,,3 Allée des Pavillons 15250 JUSSAC,3,Allee des Pavillons,15250,15083,Jussac,Cantal,Auvergne-Rhône-Alpes,44.987912,2.421697,,Non,0471468636,,ecm@agglo-aurillac.org,www.agglo-aurillac.fr/ecm,,,,,,,,,,
Point Cybercantal de Sansac de Marmiesse,,,,,,,"Ecole publique, le bourg 15130 SANSAC DE MARMIESSE",,Le Bourg Haut,15130,15221,Sansac-de-Marmiesse,Cantal,Auvergne-Rhône-Alpes,44.885674,2.345764,,Non,0471477437,,,,,,,,,,,,,
Cyber 2000,Cyber 2000,,,,Association,,Rue du 11 novembre 43800 VOREY SUR ARZON,,Rue du 11 Novembre 1918,43800,43267,Vorey,Haute-Loire,Auvergne-Rhône-Alpes,45.186635,3.908804,,Non,0471013068,,cyber.vorey@cyber2000.fr,www.cyber2000.fr/,,,,,,,,,,
Ecole Edouard Herriot,Ville de Clermont-Ferrand,,,,Association,,26 Rue Albert Thomas 63000 CLERMONT-FERRAND,26,Rue Albert Thomas,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.762384,3.083717,,Non,0473930245,,ecole-elem.e-herriot.clermont.63@ac-clermont.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Cyber-base Municipale de Cournon,Mairie de Cournon- d'Auvergne,,,,Collectivité locale ou territoriale,,4 Avenue Georges Clémenceau 63800 COURNON D'AUVERGNE,4,Avenue Georges Clémenceau,63800,63124,Cournon-d'Auvergne,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.732123,3.192001,,Non,0473770330,,cyber-base@cournon-auvergne.fr,www.cournon-auvergne.fr,,,,,,,,,,
Maison de Service (salle informatique),,,,,,,Avenue du Maronnier 63380 PONTAUMUR,,Avenue du Marronnier,63380,63283,Pontaumur,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.867981,2.67525,,Non,,,hautecombraille@wanadoo.fr,,,,,,,,,,,
La Quinaude,Association des montagnards internautes,,,,Association,,48 Rue Francisque Driffort 3250 LE MAYET DE MONTAGNE,48,Rue Francisque Drifford,03250,03165,Le Mayet-de-Montagne,Allier,Auvergne-Rhône-Alpes,46.070874,3.667076,,Non,0470593309,,ami@laquinaude.info,www.laquinaude.info,,,,,,,,,,
PRATIC Auvergne,,,,,Association,,"27, Quai Louis Blanc 3100 MONTLUÇON",27,Quai Louis Blanc,03100,03185,Montluçon,Allier,Auvergne-Rhône-Alpes,46.345848,2.599477,,Non,470028070,,vriot@auvergne.cci.fr,www.pratic.org,,,,,,,,,,
PRATIC Auvergne,,,,,Association,,44 Boulevard du Pont Rouge 15000 AURILLAC,44,Boulevard du Pont Rouge,15000,15014,Aurillac,Cantal,Auvergne-Rhône-Alpes,44.926895,2.448049,,Non,0471454052,,lforestier@auvergne.cci.fr,www.pratic.org,,,,,,,,,,
Maison des services du pays de Murat,Communauté de communes du pays de Murat,,,,Collectivité locale ou territoriale,,"4, Rue Faubourg Notre-Dame 15300 MURAT",4,Rue du Faubourg Nôtre-dame,15300,15138,Murat,Cantal,Auvergne-Rhône-Alpes,45.11087,2.869814,,Non,0471202888,,mds@paysdemurat.fr,www.paysdemurat.fr/mds,,,,,,,,,,
Cyber-base pro - La Chaise Dieu,,,,,,,Place Lafayette 43160 LA CHAISE DIEU,,Place la Fayette,43160,43048,La Chaise-Dieu,Haute-Loire,Auvergne-Rhône-Alpes,45.320885,3.696772,,Non,0471000235,,avinin@cyber-base.org,www.cyber-base.org/cyberbase/accueil/minisite.do?idSiteMinisite=184,,,,,,,,,,
EPN (Espace Public Numérique) Blanzat,,,,,Collectivité locale ou territoriale,,Rue de reilhat 63112 BLANZAT,,Rue de Reilhat,63112,63042,Blanzat,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.828659,3.075668,,Non,0473874040,,epn.blanzat@orange.fr,www.ville-blanzat.fr,,,,,,,,,,
Ecole Victor Hugo,Ville de Clermont-Ferrand,,,,Association,,51 Rue Fontaine du Bac 63000 CLERMONT-FERRAND,51,Rue de la Fontaine du Bac,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.765195,3.120034,,Non,0473264705,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Médiathèque René Char,,,,,,,Parvis Raoul-Ollier 63500 ISSOIRE,,Rue Raoul Bardy,63500,63178,Issoire,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.542414,3.253416,,Non,0473892494,,mediatheque.issoire@gmail.com,www.issoire.orweb.c3rb.org,,,,,,,,,,
Médiathèque Communautaire,Clermont-Communauté,,,,Établissement public à caractère industriel et commercial (EPIC),,Rue de la Poste 63122 SAINT-GENÈS-CHAMPANELLE,,Rue de la Roche,63122,63345,Saint-Genès-Champanelle,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.737834,3.024864,,Non,0463669538,,bibliotheque.saintgeneschampanelle@agglo-clermont.fr,http://pagesperso-orange.fr/mairie.sgc/mediatheque/mediatheque.htm,,,,,,,,,,
Médiathèque municipale,,,,,,,28 Rue des Faucheroux 3100 MONTLUCON,28,Rue des Faucheroux,03100,03185,Montluçon,Allier,Auvergne-Rhône-Alpes,46.331638,2.604529,,Non,0470055445,,ecm.montlucon@wanadoo.fr,www.mairie-montlucon.fr/,,,,,,,,,,
Point d'accueil Barriac les Bosquets,,,,,,,"Mairie, le bourg 15700 BARRIAC LES BOSQUETS",,Le Bac,15700,15018,Barriac-les-Bosquets,Cantal,Auvergne-Rhône-Alpes,45.140325,2.27197,,Non,0471404038,,mairie.barriac@wanadoo.fr,,,,,,,,,,,
Point Cybercantal de Ruynes en Margeride,,,,,,,"Bibliothèque, Le bourg 15320 RUYNES EN MARGERIDE",,Le Bourg Nord,15320,15168,Ruynes-en-Margeride,Cantal,Auvergne-Rhône-Alpes,45.003401,3.222032,,Non,0471234159,,mairieruynes@yahoo.fr,www.margeride-truyere.com/,,,,,,,,,,
Centre Multimédia,,,,,Association,,1 Rue de L'église 43220 DUNIÈRES,1,Rue de l'Eglise,43220,43087,Dunières,Haute-Loire,Auvergne-Rhône-Alpes,45.217687,4.342642,,Non,0471619608,,informatique.dunieres@wanadoo.fr,,,,,,,,,,,
Ecole Aristide Briand,Ville de Clermont-Ferrand,,,,Association,,Rue Saint Simon 63000 CLERMONT-FERRAND,,Rue Saint Simon,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.772577,3.075365,,Non,0473935287,,ecole-elem.a-briand.clermont.63@ac-clermont.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Ecole Pierre et Marie Curie,Ville de Clermont-Ferrand,,,,Association,,178 Rue Abbé Prévost 63000 CLERMONT-FERRAND,178,Rue Abbe Prevost,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.793533,3.075595,,Non,0473375046,,ecole-elem.pm-curie.clermont.63@ac-clermont.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Maison des Jeunes,Mairie d'Issoire,,,,Collectivité locale ou territoriale,,Chemin de la Fraternité 63500 ISSOIRE,,Chemin de la Fraternite,63500,63178,Issoire,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.544008,3.255517,,Non,0473551429,,mj.issoire@orange.fr,www.issoire.fr,,,,,,,,,,
Point Info Jeune Gannat (Euréka PIJ),,,,,,,8 Avenue St James 3800 GANNAT,8,Avenue Saint-james,03800,03118,Gannat,Allier,Auvergne-Rhône-Alpes,46.097282,3.198146,,Non,0470902670,,eureka@ville-gannat.fr,www.bassin-gannat.com/,,,,,,,,,,
Salle Multimédia Yzeure,,,,,,,La Plaine Bodin 3400 YZEURE,,Impasse de la Plaine,37290,37282,Yzeures-sur-Creuse,Indre-et-Loire,Centre-Val de Loire,46.78838,0.85612,,Non,0470340567,,mairie.yzeure@wanadoo.fr,,,,,,,,,,,
Espace Numérique  du pays de Pierrefort,,,,,,,6 Côte de Chabridet 15230 PIERREFORT,6,Côte de Chabridet,15230,15152,Pierrefort,Cantal,Auvergne-Rhône-Alpes,44.921941,2.841145,,Non,0481915094,,jean.phi@paysdepierrefort.com,www.paysdepierrefort.com/,,,,,,,,,,
Point Cybercantal Yolet,,,,,,,"Ecole de Yolet, le bourg 15130 YOLET",,Rue de l'Ecole,15130,15266,Yolet,Cantal,Auvergne-Rhône-Alpes,44.927908,2.53266,,Non,0471474511,,,,,,,,,,,,,
Collège Albert Camus,Ville de Clermont-Ferrand,,,,Association,,Rue du sous marin casabianca 63100 CLERMONT-FERRAND,,Rue du Sous-marin Casabianca,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.808176,3.108002,,Non,,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Ecole Diderot,Ville de Clermont-Ferrand,,,,Association,,10 Rue Diderot 63000 CLERMONT-FERRAND,10,Rue Diderot,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.804642,3.112923,,Non,0473242824,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Espace Info Jeunes Auvergne,Espace Info Jeunes,,,,Association,,"5, Rue Saint Genès 63000 CLERMONT-FERRAND",5,Rue Saint-genes,63000,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.777031,3.085432,,Non,0473923050,,espace.info.jeunes@orange.fr,www.espaceinfojeunes.net,,,,,,,,,,
Bibliothèque d'Egliseneuve-près-Billom,,,,,,,Le Bourg 63160 EGLISENEUVE PRES BILLOM,,Égliseneuve-près-Billom,63160,63146,Égliseneuve-près-Billom,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.7188,3.3875,,Non,0473685621,,bib.egliseneuve.p.b@wanadoo.fr,,,,,,,,,,,
Bibliothèque Ainay le Château,,,,,,,Place du Champ de Foire 3360 AINAY LE CHATEAU,,Place du Champ de Foire,03360,03003,Ainay-le-Château,Allier,Auvergne-Rhône-Alpes,46.710849,2.694255,,Non,0470079745,,mediatheque-ainay@wanadoo.fr,,,,,,,,,,,
Point Information Jeunesse de Moulins,Association Viltaïs,,,,Association,,Place de l'hôtel de ville 3000 MOULINS,,Ville Hotel,35360,35171,Médréac,Ille-et-Vilaine,Bretagne,48.26975,-2.021073,,Non,0470473492,,pij.moulins@viltais.eu,,,,,,,,,,,
Point accès informatique Cybercantal,Conseil général du Cantal,,,,Collectivité locale ou territoriale,,Mairie 15350 CHAMPAGNAC,,Champagnac,15350,15037,Champagnac,Cantal,Auvergne-Rhône-Alpes,45.363855,2.410087,,Non,0471696155,,mairie.champagnac@wanadoo.fr,www.champagnac.org,,,,,,,,,,
Collège Blaise Pascal Point Cybercantal,,,,,,,"Collège, Rue Blaise Pascal 15100 SAINT FLOUR",,Rue Blaise Pascal,15100,15187,Saint-Flour,Cantal,Auvergne-Rhône-Alpes,45.036032,3.088454,,Non,0471600125,,,,,,,,,,,,,
Point Information jeunesse du Velay,,,,,Association,,"28, Rue Vibert 43000 LE PUY EN VELAY",28,Rue Vibert,43000,43157,Le Puy-en-Velay,Haute-Loire,Auvergne-Rhône-Alpes,45.041145,3.882122,,Non,0471040446,,valerie.pronier@pij-velay.org,www.pij-velay.org,,,,,,,,,,
Ecole Alphonse Daudet,Ville de Clermont-Ferrand,,,,Association,,16 b Rue Torpilleur Sirocco 63000 CLERMONT-FERRAND,16 bis,Rue du Torpilleur Sirocco,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.813574,3.105832,,Non,0473243009,,msidiammi@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Maison de quartier Château des Vergnes,Ville de Clermont-Ferrand,,,,Association,,Rue du Château-des-Vergnes 63000 CLERMONT-FERRAND,,Rue du Chateau des Vergnes,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.814491,3.128199,,Non,0473248585,,mq.chateau-des-vergnes@ville-clermont-ferrand.fr,www.ville-clermont-ferrand.fr,,,,,,,,,,
Point Information Jeunesse,,,,,Association,,Centre Commercial Auchan - Rue du torpilleur sirocco 63100 CLERMONT-FERRAND,,Rue du Torpilleur Sirocco,63100,63113,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.816262,3.106065,,Non,0473230220,,pij-neyrat@lamif.com,,,,,,,,,,,
