nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Cyber Espace de Nantes (ACCOORD),,,,,,,2 Rue Conan Mériadec 44200 Nantes,2,Rue Conan Mériadec,44200,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.206672,-1.550772,,Non,,,,https://www.accoord.fr/nc_centre/mq-de-lile/,,,,,,,,,,
"Ecole de la deuxième chance
",,,,,,,10 Rue René Viviani 44200 Nantes,10,Rue René Viviani,44200,44109,Nantes,Loire-Atlantique,Pays de la Loire,47.208719,-1.535502,,Non,,,,https://www.e2cel.org/,,,,,,,,,,
Cybercentre Pornic,,,,,,,35 Rue Tartifume 44210 Pornic,35,Rue Tartifume,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.116741,-2.100931,,Non,,,,http://www.mediatheque-pornic.fr/,,,,,,,,,,
Cybercentre de Pornic -Médiathèque,,,,,,,35 Rue Tartifume 44210 Pornic,35,Rue Tartifume,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.116741,-2.100931,,Non,,,,http://www.mediatheque-pornic.fr/EXPLOITATION/Default/esp-cybercentre.aspx,,,,,,,,,,
CCAS Pornic,,,,,,,1 Rue Jean Sarment 44210 Pornic,1,Rue Jean Sarment,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.1245,-2.110768,,Non,0240829700,,,http://www.pornic.fr/Informations/Annuaires/Annuaire-des-services-publics-locaux/Service-des-Affaires-Sociales,,,,,,,,,,
Caisse d'Allocations Familiales,,,,,,,1 BIS Rue Jean Sarment 44210 Pornic,1 bis,Rue Jean Sarment,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.124345,-2.111678,,Non,,,,https://www.caf.fr/,,,,,,,,,,
Centre Médico-Social,,,,,,,21 route de Saint-Père-en-Retz 44210 Pornic,21,Route de Saint Pere En Retz,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.120976,-2.100325,,Non,0240822030,,,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-pornic-sainte-pazanne-site-de-pornic-fr-t1_13306,,,,,,,,,,
Pôlle Emploi,,,,,,,62 Boulevard de Linz 44210 Pornic,62,Boulevard de Linz,44210,44131,Pornic,Loire-Atlantique,Pays de la Loire,47.121939,-2.113987,,Non,,,,https://www.pole-emploi.fr/,,,,,,,,,,
Centre Socioculturel de l'Allée Verte,,,,,,,1 Rue de l'Allée Verte 44230 Saint-Sébastien-sur-Loire,,Rue de l'Allée Verte,44230,44190,Saint-Sébastien-sur-Loire,Loire-Atlantique,Pays de la Loire,47.195805,-1.487956,,Non,,,accueil@alleeverte-csc.asso.fr,https://alleeverte.centres-sociaux.fr/,,,,"Jeunes,Séniors",,,,,,
Médiathèque Sucé-Sur-Erdre,,,,,,,101 Rue de la Mairie 44240 Sucé-sur-Erdre,101,Rue de la Mairie,44240,44201,Sucé-sur-Erdre,Loire-Atlantique,Pays de la Loire,47.340042,-1.526222,,Non,0240779521,,,http://www.bibliotheques.cceg.fr/index/index/id_profil/1,,,,,,,,,,
Médiathèque et ludothèque,,,,,,,Rue René Goscinny 44240 La Chapelle-sur-Erdre,,Rue René Goscinny,44240,44035,La Chapelle-sur-Erdre,Loire-Atlantique,Pays de la Loire,47.310427,-1.547685,,Non,,,,,,,,,,,,,,
Guichet Unique Emploi St-Brévin-les-Pins,,,,,,,6 Avenue Jules Ferry 44250 Saint-Brevin-les-Pins,6,Avenue Jules Ferry,44250,44154,Saint-Brevin-les-Pins,Loire-Atlantique,Pays de la Loire,47.248211,-2.165859,,Non,0240393701,,,http://saint-brevin.fr/mairie/guichet-unique-emploi.html,,,,,,,,,,
Espace départemental des solidarités Saint-Brévin-les-Pins,,,,,,,8 Rue de la Résistance 44250 Saint-Brevin-les-Pins,8,Rue de la Résistance,44250,44154,Saint-Brevin-les-Pins,Loire-Atlantique,Pays de la Loire,47.246503,-2.168188,,Non,0240272585,,,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-saint-brevin-les-pins-fr-t1_11246,,,,,,,,,,
Médiathèque Espace Jules Verne,,,,,,,30 Avenue Jules Verne 44250 Saint-Brevin-les-Pins,30,Avenue Jules Verne,44250,44154,Saint-Brevin-les-Pins,Loire-Atlantique,Pays de la Loire,47.246741,-2.168529,,Non,,,,,,,,,,,,,,
Médiathèque de Lavau-sur-Loire,,,,,,,1 BIS Rue de la Mairie 44260 Lavau-sur-Loire,1 bis,Rue de la Mairie,44260,44080,Lavau-sur-Loire,Loire-Atlantique,Pays de la Loire,47.306235,-1.967544,,Non,0240040876,,,http://mediatheques.estuaire-sillon.fr/lavausurloire,,,,,,,,,,
Bouillon de Cultures Malville,,,,,,,8 Place de l'église 44260 Malville,8,Place de l'Eglise,44260,44089,Malville,Loire-Atlantique,Pays de la Loire,47.360577,-1.863804,,Non,,,,http://www.bouillondecultures44.fr,,,,,,,,,,
Médiathèque de la Chapelle-Launay,,,,,,,1 Rue du Sacré-Coeur 44260 La Chapelle-Launay,1,Rue du Sacré-coeur,44260,44033,La Chapelle-Launay,Loire-Atlantique,Pays de la Loire,47.370807,-1.971237,,Non,,,,http://www.lachapellelaunay.eu/-Bibliotheque-du-Moulin,,,,,,,,,,
Médiathèque de Bouée,,,,,,,8 Place de l'église 44260 Bouée,8,Place de l'Eglise,44260,44019,Bouée,Loire-Atlantique,Pays de la Loire,47.319318,-1.910064,,Non,0240549787,,,http://www.mediatheques.estuaire-sillon.fr/bouee,,,,,,,,,,
Médiathèque de Prinquiau,,,,,,,16 Rue de l'église 44260 Prinquiau,16,Rue de l'Eglise,44260,44137,Prinquiau,Loire-Atlantique,Pays de la Loire,47.362372,-2.009906,,Non,0228017672,,,http://www.mediatheques.estuaire-sillon.fr/prinquiau,,,,,,,,,,
Médiathèque de Savenay,,,,,,,Place de l'Hôtel de Ville 44260 Savenay,,Place de l'Hôtel de Ville,44260,44195,Savenay,Loire-Atlantique,Pays de la Loire,47.359596,-1.943312,,Non,0240569695,,,http://www.mediatheques.estuaire-sillon.fr/savenay,,,,,,,,,,
Relais CAF,,,,,,,3 Rue des Mésanges 44260 Savenay,3,Rue des Mésanges,44260,44195,Savenay,Loire-Atlantique,Pays de la Loire,47.360328,-1.938762,,Non,0810254410,,,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/lieux-d-info-habitat-logement/par-public/tout-public/caf-permanence-de-savenay-fr-p2_638500,,,,,,,,,,
Médiathèque de Malville,,,,,,,8 Place de l'église 44260 Malville,8,Place de l'Eglise,44260,44089,Malville,Loire-Atlantique,Pays de la Loire,47.360577,-1.863804,,Non,0247360577,,,,,,,,,,,,,
Mairie Machecoul,,,,,,,5 Place de l'Auditoire (Machecoul) 44270 Machecoul-Saint-Mème,5,Place de l'Auditoire,44270,44087,Machecoul-Saint-Même,Loire-Atlantique,Pays de la Loire,46.992397,-1.817506,,Non,0240023550,,,http://www.machecoul-saint-meme.fr/,,,,,,,,,,
