nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Promeneurs du net,,,,,,,32000 Auch,,Auch,32000,32013,Auch,Gers,Occitanie,43.661645,0.566383,,Non,,,,,,,,,,,,,,
INNOPARC - TIERS LIEUX - MON ESPACE SOHO SOLO,,,,,,,Place Jean David 32000 Auch,,Place Jean David,32000,32013,Auch,Gers,Occitanie,43.648046,0.585039,,Non,0633885876,,f.bedoussac@gersdeveloppement.fr,,,,,,,,,,,
INNOPARC - FABLAB AUCH GERS,,,,,,,6 Rue Roland Salengro 32000 Auch,6,Rue Roger Salengro,32000,32013,Auch,Gers,Occitanie,43.666191,0.60049,,Non,,,a.fievet@gersdeveloppement.fr,,,,,,,,,,,
AG2i,,,,,,,12 quai des marronniers 32000 Auch,12,Quai des Marronniers,32000,32013,Auch,Gers,Occitanie,43.646132,0.589872,,Non,,,,,,,,,,,,,,APTIC
bibliothèque Jules Laforgue,,,,,,,24  avenue Jean Jaurès 65800 Aureilhan,24,Avenue Jean Jaurès,65800,65047,Aureilhan,Hautes-Pyrénées,Occitanie,43.237372,0.093539,,Non,0562389165,,,,,,,,,,,,,
Le foyer Auterive,,,,,,,1  place du Maréchal Leclerc 31190 Auterive,1,Place du Marechal Leclerc,31190,31033,Auterive,Haute-Garonne,Occitanie,43.352866,1.477881,,Non,,,,centresocialauterive.fr,,,,,,,,,,
Communauté de commune bas armagnac,,,,,Collectivité locale ou territoriale,,31190 Auterive,,Auterive,31190,31033,Auterive,Haute-Garonne,Occitanie,43.350694,1.478826,,Non,0561509900,,info@cc-basarmagnac.fr,,,,,,,,,,,
Médiathèque municipale,,,,,,,780 Route d'Espagne 31190 Auterive,780,Route d'Espagne,31190,31033,Auterive,Haute-Garonne,Occitanie,43.337717,1.480148,,Non,0582954575,,direction.mediatheque@auterive-ville.fr mediatheque@auterive-ville.fr,,,,,,,,,,,
Communauté de communes de bassin auterivain,,,,,Collectivité locale ou territoriale,,ZI Robert Lavigne  RD 820 31190 Auterive,,Zone Industrielle Lavigne,31190,31033,Auterive,Haute-Garonne,Occitanie,43.368673,1.445539,,Non,0561509900,,,http://annuaire.auterive31.fr/front/index.php?membre=1687,,,,,,,,,,
Maison France Service Auterive - CC Bassin Auterivain,Communauté de communes,,Administration / Collectivité territoriale,,,,Rd 820 ZI Robert Lavigne 31190 Auterive,,Zone Industrielle Lavigne,31190,31033,Auterive,Haute-Garonne,Occitanie,43.368673,1.445539,,Non,,,guichetunique@ccba31.fr,,,9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 8:30 - 12:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; -; ,"Mo 09:00-12:00,13:30-17:30; Tu 09:00-12:00,13:30-17:30; We 08:30-12:00; Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00,13:30-17:00",,,,,,,France Services
TL ESPACE FIRMIN PONS,,,,,,,780  route d'Espagne 31190 Auterive,780,Route d'Espagne,31190,31033,Auterive,Haute-Garonne,Occitanie,43.337717,1.480148,,Non,0561509687,,dgs@auterive-ville.fr,,,,,,,,,,,
Espace Culturel Maintenon,,,,,,,65200 Bagneres de Bigorre,,Bagnères-de-Bigorre,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.000505,0.130094,,Non,,,centre.culturel@ville-bagneresdebigorre.fr,,,,,,,,,,,
Haute Bigorre,CC de la Haute-Bigorre,,Administration / Collectivité territoriale,,,,30 avenue Géruzet 65200 Bagneres de Bigorre,30,Avenue Géruzet,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.068337,0.151566,,Non,,,,,,8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; -; ,"Mo 08:30-12:00,13:30-17:00; Tu 08:30-12:00,13:30-17:00; We 08:30-12:00,13:30-17:00; Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00,13:30-17:00",,,,,,,France Services
Restos du Cœur,,,,,Association,,4 rue Grasset 65200 Bagnères de Bigorre,4,Rue Grasset,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.065049,0.152363,,Non,,,,,,,,,,,,,,
Médiathèque Intercommunale,,,,,,,4 rue alsace Lorraine 65200 Bagnères de Bigorre,4,Rue Alsace Lorraine,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.062172,0.149415,,Non,0562953464,,mediatheque@haute-bigorre.fr,,,,,,,,,,,
Maison Départementale de la Solidarité,,,,,,,1 rue Castelmouly 65200 Bagnères de Bigorre,1,Rue du Castelmouly,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.070651,0.148817,,Non,0531743620,,,,,,,,,,,,,
MSAP,,,,,,,30 avenue de Géruzet 65200 Bagnères de Bigorre,30,Avenue Géruzet,65200,65059,Bagnères-de-Bigorre,Hautes-Pyrénées,Occitanie,43.068337,0.151566,,Non,0562904202,,msap@haute-bigorre.fr,,,,,,,,,,,
31 SARLUC,,,,,,,31110 Bagnères de Luchon,,Bagnères-de-Luchon,31110,31042,Bagnères-de-Luchon,Haute-Garonne,Occitanie,42.764074,0.615959,,Non,,,31sarluc@ac-toulouse.fr,,,,,,,,,,,
MJC,,,,,,,31110 Bagnères de Luchon,,Bagnères-de-Luchon,31110,31042,Bagnères-de-Luchon,Haute-Garonne,Occitanie,42.764074,0.615959,,Non,,,luchon@mjc-midi-pyrenees.com,,,,,,,,,,,
Foyer Expérimental Pierre Ribet,,,,,,,31130 Balma,,Balma,31130,31044,Balma,Haute-Garonne,Occitanie,43.61093,1.50334,,Non,,,,,,,,,,,,,,
Val de Gers - Antenne de Barran,Communauté de Communes Val de Gers,,Administration / Collectivité territoriale,,,,45 rue du Docteurue G. Demandès 32350 Barran,45,Rue du Docteur Demandes,32350,32029,Barran,Gers,Occitanie,43.616542,0.442847,,Non,,,mairiedebarran@wanadoo.fr,,,-; 8:30 - 12:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00; 8:30 - 12:00; ,"Tu 08:30-12:00; We 08:30-12:00,13:30-17:00; Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00; Sa 08:30-12:00",,,,,,,France Services
Le 100eme singe,,,Association,,Association,,8 route de Fourquevaux 31450 Belberaud,8,Route de Fourquevaux,31450,31057,Belberaud,Haute-Garonne,Occitanie,43.510941,1.566573,,Non,0617136598,,lecentiemesinge@gmail.com,le100esinge.com,,,,,,,,,,
Gerskali / Gers numérique,,,,,,,32480 Berrac,,Berrac,32480,32047,Berrac,Gers,Occitanie,44.0079,0.5515,,Non,,,,https://www.gers-numerique.com/,,09h - 18h; 09h - 18h; 09h - 18h; 09h - 18h; 09h - 18h; ; ,Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-18:00; Fr 09:00-18:00,,,,,,,
Le Relai,,,Association,,,,11000 Berriac,,Berriac,11000,11037,Berriac,Aude,Occitanie,43.213227,2.401777,,Non,,,,,,,,,,,,,,
Val Aïgo - Antenne de Bessières,Communauté de communes Val'Aïgo,,Administration / Collectivité territoriale,,,,26 Place du souvenir 31660 Bessieres,26,Place du Souvenir,31660,31066,Bessières,Haute-Garonne,Occitanie,43.80075,1.606565,,Non,,,cias2@valaigo.fr,,,9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / Sur RDV : après-midi; 9:00 - 12:30 / Sur RDV : après-midi; 9:00 - 12:30 / Sur RDV : après-midi; 9:00 - 12:30 / Sur RDV : après-midi; -; ,,,,,,,,France Services
Mairie de Blagnac,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,31700 Blagnac,,Blagnac,31700,31069,Blagnac,Haute-Garonne,Occitanie,43.638623,1.379714,,Non,,,,,,,,,,,,,,
centre social blagnac,,,,,,,Blagnac,,Blagnac,31700,31069,Blagnac,Haute-Garonne,Occitanie,43.638623,1.379714,,Non,,,,,,,,,,,,,,
FAB MJC DES ARTS BLAGNAC,,,,,,,31700 Blagnac,,Blagnac,31700,31069,Blagnac,Haute-Garonne,Occitanie,43.638623,1.379714,,Non,,,direction@mjc-arts-blagnac.com,,,,,,,,,,,
bibliothèque Claude Nogaro,,,,,,,place J Jaurès 65320 Bordères sur Echez,,Place Jean Jaurès,65320,65100,Bordères-sur-l'Échez,Hautes-Pyrénées,Occitanie,43.258089,0.051235,,Non,0562383373,,,,,,,,,,,,,
Maison de services au public POM's de Bouisse,,,Maison de Service au Public (MSAP),,,,Bouisse,,Bouisse,11330,11044,Bouisse,Aude,Occitanie,42.987293,2.429092,,Non,,,poms.bouisse@orange.fr,,,,,,,,,,,
Mediatheque Milcom de Boutenac,,,,,,,Boutenac,,Boutenac,11200,11048,Boutenac,Aude,Occitanie,43.144897,2.816707,,Non,,,,,,; 14h-18h; 14h-18h; ; 14h-18h; ; ,Tu 14:00-18:00; We 14:00-18:00; Fr 14:00-18:00,,,,,,,
Piège Lauragais Malepere,CDC PIEGE LAURAGAIS MALEPERE,,Administration / Collectivité territoriale,,,,62 rue bonrepos 11150 Bram,62,Rue Bonrepos,11150,11049,Bram,Aude,Occitanie,43.241583,2.118852,,Non,,,msap@ccplm.fr,,,8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; -; ,"Mo 08:30-12:00,13:30-17:00; Tu 08:30-12:00,13:30-17:00; We 08:30-12:00,13:30-17:00; Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00,13:30-17:00",,,,,,,France Services
Espace Public Informatique du canton de Campan,,,,,,,65710 Campan,,Campan,65710,65123,Campan,Hautes-Pyrénées,Occitanie,42.97543,0.219909,,Non,,,epicampan@gmail.com,,,,,,,,,,,
Carcassone Agglo,CARCASSONNE AGGLO,,Administration / Collectivité territoriale,,,,2 rue des Figuères 11700 Capendu,2,Rue des Figuéres,11700,11068,Capendu,Aude,Occitanie,43.184142,2.556949,,Non,,,msap@carcassonne-agglo.fr,,,8:00 - 13:00 / 14:00 - 17:00; 8:00 - 13:00 / 14:00 - 17:00; 8:30 - 12:00; 8:00 - 13:00 / 14:00 - 17:00; 8:00 - 13:00 / 14:00 - 17:00; -; ,"Mo 08:00-13:00,14:00-17:00; Tu 08:00-13:00,14:00-17:00; We 08:30-12:00; Th 08:00-13:00,14:00-17:00; Fr 08:00-13:00,14:00-17:00",,,,,,,France Services
R'MINE - FABLAB CARACASSONNE AGGLO,,,,,,,20 rue Claude CHAPPE 11000 Carcasonne,20,Rue Claude Chappe,11000,11069,Carcassonne,Aude,Occitanie,43.212161,2.324602,,Non,0468119558,,Denis.PETITCOLIN@carcassonne-agglo.fr,,,,,,,,,,,
Régie de quartier,,,Association,,,,11000 Carcassonne,,Carcassonne,11000,11069,Carcassonne,Aude,Occitanie,43.207511,2.344538,,Non,,,carcassonne-rdq@cnlrq.org,,,,,,,,,,,
Espace Culturel Multimédia,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,11000 Carcassonne,,Carcassonne,11000,11069,Carcassonne,Aude,Occitanie,43.207511,2.344538,,Non,,,,,,,,,,,,,,
acti city - Information Jeunesse,,,,,,,11000 Carcassonne,,Carcassonne,11000,11069,Carcassonne,Aude,Occitanie,43.207511,2.344538,,Non,,,information.jeunesse@acticity.com,,,,,,,,,,,
Logigames,,,,,,,25 boulevard de Varsovie 11000 Carcassonne,25,Boulevard de Varsovie,11000,11069,Carcassonne,Aude,Occitanie,43.21404,2.346553,,Non,0468726704,,logigames2001@yahoo.fr,logigames.fr,,; 10h – 19h; 10h – 19h; 10h – 19h; 10h – 19h; 13h - 21h; ,Tu 10:00-19:00; We 10:00-19:00; Th 10:00-19:00; Fr 10:00-19:00; Sa 13:00-21:00,,,,,,,
EPCI,,,,,,,Carcassonne,,Carcassonne,11000,11069,Carcassonne,Aude,Occitanie,43.207511,2.344538,,Non,,,,,,,,,,,,,,
EPI de Castelnau Magnoac,,,,,,,65230 Castelnau Magnoac,,Castelnau-Magnoac,65230,65129,Castelnau-Magnoac,Hautes-Pyrénées,Occitanie,43.299358,0.512068,,Non,,,epi.castelnau.magnoac@wanadoo.fr,,,,,,,,,,,
Médiathèque,,,,,,,21 place de l'Estelette 65230 Castelnau Magnoac,21,Place de l'Estelette,65230,65129,Castelnau-Magnoac,Hautes-Pyrénées,Occitanie,43.29505,0.505823,,Non,0562998062,,biblio-castelnau@orange.fr,,,,,,,,,,,
SYMA DU NOUGAROPOLE,,,,,,,Route de Caupenne d’armagnac 32110 Caupenne d'armagnac,,Caupenne Vieille,32110,32094,Caupenne-d'Armagnac,Gers,Occitanie,43.77759,-0.045349,,Non,0672241670,,florence.fos@nogaropole.fr,,,,,,,,,,,
Info Cyber jeunes - Association SOLEIL. PIJ,,,,,,,65110 Cauterets,,Cauterets,65110,65138,Cauterets,Hautes-Pyrénées,Occitanie,42.876467,-0.103644,,Non,,,planeteicj@pyrenees.net,,,,,,,,,,,
Médiathèque Municipale,,,,,,,2 Esplanade des œufs 65110 Cauterets,2,Esplanade des Oeufs,65110,65138,Cauterets,Hautes-Pyrénées,Occitanie,42.887476,-0.114472,,Non,0562925996,,bibliocauterets@wanadoo.fr,,,,,,,,,,,
ATRIUM,,,,,,,11510 Caves,,Caves,11510,11086,Caves,Aude,Occitanie,42.936653,2.970276,,Non,,,atriumcaves@gmail.com,,,,,,,,,,,
Maison Pour tous,,,,,,,6 rue des Capucins 31220 Cazères,,Rue des Capucins,31220,31135,Cazères,Haute-Garonne,Occitanie,43.202236,1.082897,,Non,,,,www.mptcazeres.fr,,,,,Accès libre,,,,,
Foyer rural « La Gabela »,,,,,,,mairie 31550 Cintegabelle,,Pinie,31550,31145,Cintegabelle,Haute-Garonne,Occitanie,43.318696,1.535946,,Non,,,,,,,,,Accès libre,,,,,
foyer rural Clarac,,,Association,,,,Chemin de Sainte Anne 31210 Clarac,,Chemin de Sainte Anne,31210,31147,Clarac,Haute-Garonne,Occitanie,43.097627,0.621318,,Non,0561897064,,foyer-rural-clarac@orange.fr,http://www.foyerruralclarac.org/accueil.html,,,,,,,,,,
Association Arcolan,,,,,Association,,32430 Cologne,,Cologne,32430,32106,Cologne,Gers,Occitanie,43.722523,0.980098,,Non,,,,,,,,,,,,,,
MSAP Cologne,,,Maison de Service au Public (MSAP),,,,Route d'Ardizas 32430 Cologne,,Route de Cologne,32430,32448,Touget,Gers,Occitanie,43.689455,0.913974,,Non,0562051361,,msap@ccbl32.fr,https://www.maisondeservicesaupublic.frcontent/bastides-de-lomagne,,,,,,,,,,
LE SITE,,,,,,,Route de Sarrant 32430 Cologne,,Route de Cologne,32120,32416,Sarrant,Gers,Occitanie,43.772761,0.929893,,Non,0608513342,,philippe.jaubert32@gmail.com,,,,,,,,,,,
Mairie,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,31770 Colomiers,,Colomiers,31770,31149,Colomiers,Haute-Garonne,Occitanie,43.610367,1.329544,,Non,,,,,,,,,,,,,,
CCAS,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,31776 Colomiers,,Colomiers,31770,31149,Colomiers,Haute-Garonne,Occitanie,43.610367,1.329544,,Non,,,,,,,,,,,,,,
LA MIJOTEUSE,,,,,,,Place Joseph Verseille 31770 Colomiers,,Place Joseph Verseille,31770,31149,Colomiers,Haute-Garonne,Occitanie,43.609585,1.339368,,Non,0638506531,,christine.gouaux@mairie-colomiers.fr,,,,,,,,,,,
Point Rencontres Chomeurs Precaires (PRCP),,,,,,,2 Allée du Vignemale 31770 Colomiers,2,Allée du Vignemale,31770,31149,Colomiers,Haute-Garonne,Occitanie,43.60514,1.333515,,Non,,,,,,,,,,,,,,APTIC
Centre Social de la Ténarèze,,,,,,,28 rue Gambetta 32100 Condom,28,Rue Gambetta,32100,32107,Condom,Gers,Occitanie,43.957361,0.37465,,Non,,,,,,,,,,,,,,
Maison de services au public POM'S de Davejean,,,Maison de Service au Public (MSAP),,,,Davejean,,Davejean,11330,11117,Davejean,Aude,Occitanie,42.959274,2.614679,,Non,,,poms.davejean@orange.fr,,,,,,,,,,,
Mediatheque Milcom de Fabrezan,,,,,,,Fabrezan,,Fabrezan,11200,11132,Fabrezan,Aude,Occitanie,43.126783,2.713806,,Non,0468437192,,,,,,,,,,,,,
Association Femmes du Monde,,,,,Association,,31150 Fenouillet,,Fenouillet,31150,31182,Fenouillet,Haute-Garonne,Occitanie,43.686369,1.391582,,Non,,,,,,,,,,,,,,
Bibliothèque municipale,,,,,,,100 rue Pasteur 32500 Fleurance,100,Rue Pasteur,32500,32132,Fleurance,Gers,Occitanie,43.850759,0.664174,,Non,0562061896,,,,,,,,,,,,,
Mairie,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,32500 Fleurance,,Fleurance,32500,32132,Fleurance,Gers,Occitanie,43.842691,0.656247,,Non,0562061001,,,https://www.villefleurance.fr/,,,,,,,,,,
Fleurance,Commune de Fleurance,,Administration / Collectivité territoriale,,,,62 Rue Adolphe Cadéot 32500 Fleurance,62,Rue Adolphe Cadéot,32500,32132,Fleurance,Gers,Occitanie,43.850282,0.661762,,Non,,,ccas.compta@villefleurance.fr,,,8:30 - 12:30 / 13:30 - 17:00; 8:30 - 12:30 / 13:30 - 17:00; 8:30 - 12:30 / 13:30 - 17:00; 8:30 - 12:30 / 13:30 - 17:00; 8:30 - 12:30 / 13:30 - 16:30; -; ,"Mo 08:30-12:30,13:30-17:00; Tu 08:30-12:30,13:30-17:00; We 08:30-12:30,13:30-17:00; Th 08:30-12:30,13:30-17:00; Fr 08:30-12:30,13:30-16:30",,,,,,,France Services
FABLAB C.C LOMAGNE GERSOISE - LIR,,,,,,,8 Avenue Pierre de Coubertin 32500 Fleurance,8,Avenue Pierre de Coubertin,32500,32132,Fleurance,Gers,Occitanie,43.850519,0.665674,,Non,,,pole21@lomagne-gersoise.com,,,,,,,,,,,
Galan,,,,,,,1 Place de la Bastide 65330 Galan,1,Place de la Bastide,65330,65183,Galan,Hautes-Pyrénées,Occitanie,43.222512,0.406892,,Non,,,,,,,,,,,,,,France Services
bibliothèque Daniel Pennac,,,,,,,place Verdun 65420 Ibos,,Place de Verdun,65420,65226,Ibos,Hautes-Pyrénées,Occitanie,43.232817,0.001016,,Non,0562906100,,,,,,,,,,,,,
FABLAB LA SOULANE,,,,,,,65240 Jezeau,,Jézeau,65240,65234,Jézeau,Hautes-Pyrénées,Occitanie,42.903191,0.368247,,Non,0621985671,,soulane.asso@gmail.com,,,,,,,,,,,
centre social F Chopin,,,,,,,31880 La Salvetat Saint Gilles,,La Salvetat-Saint-Gilles,31880,31526,La Salvetat-Saint-Gilles,Haute-Garonne,Occitanie,43.575297,1.265705,,Non,,,,,,,,,,,,,,
ASSOCIATION IOT VALLEY,,,,,,,425 rue Jean Rostand 31670 Labège,425,Rue Jean Rostand,31670,31254,Labège,Haute-Garonne,Occitanie,43.543887,1.511505,,Non,,,bertran@iot-valley.fr,,,,,,,,,,,
Centre social Escalquens / CCAS,,,,,,,Mairie d'Escalquens Place François Mitterrand Labège,,Place Francois Mitterrand,31750,31169,Escalquens,Haute-Garonne,Occitanie,43.517864,1.558979,,Non,0562715675,,centre.social@escalquens.fr,www.escalquens.fr,,8h30-12h et 14h-18h; 8h30-12h et 14h-18h; 8h30-12h et 14h-18h; 9h-12h et 14h-19h; 8h30-12h et 14h-18h; ; ,"Mo 08:30-12:00,14:00-18:00; Tu 08:30-12:00,14:00-18:00; We 08:30-12:00,14:00-18:00; Th 09:00-12:00,14:00-19:00; Fr 08:30-12:00,14:00-18:00",,,,,,,
EVOLFABLAB,,,,,,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,289,Route de la Fontanasse,31870,31263,Lagardelle-sur-Lèze,Haute-Garonne,Occitanie,43.414922,1.396709,,Non,0620221148,,infoaleze@gmail.com,,,,,,,,,,,
Mairie,,,,,,,31870 Lagardelle-sur-Lèze,,Lagardelle-sur-Lèze,31870,31263,Lagardelle-sur-Lèze,Haute-Garonne,Occitanie,43.415164,1.393363,,Non,,,,,,,,,Accès libre,,,,,
Médiathèque municipale,,,,,,,3 Château de Vignaou 31870 Lagardelle-sur-Lèze,3,Rue du Chateau du Vignaou,31870,31263,Lagardelle-sur-Lèze,Haute-Garonne,Occitanie,43.414512,1.388385,,Non,,,bm.lagardelle@wanadoo.fr,,,; 15h00 - 18h00; 09h30 - 12h30 et 15h00 - 18h00; 15h00 - 18h00; 09h30 - 12h30; 09h30 - 12h30; ,"Tu 15:00-18:00; We 09:30-12:30,15:00-18:00; Th 15:00-18:00; Fr 09:30-12:30; Sa 09:30-12:30",,,,,,,
Mairie,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,32500 Lamothe Goas,,Lamothe-Goas,32500,32188,Lamothe-Goas,Gers,Occitanie,43.872387,0.57237,,Non,,,,http://www.lamothe-goas.com/,,,,,,,,,,
SARAPP,,,,,,,65300 Lannemezan,,Lannemezan,65300,65258,Lannemezan,Hautes-Pyrénées,Occitanie,43.123752,0.396535,,Non,,,,,,,,,,,,,,
Espace Public Informatique,,,,,,,Galérie Paul bert 65300 Lannemezan,,Rue Paul Bert,65300,65258,Lannemezan,Hautes-Pyrénées,Occitanie,43.124351,0.384467,,Non,0562991854,,,,,,,,,,,,,
Maison Départementale de la solidarité,,,,,,,325 rue Thiers 65300 Lannemezan,325,Rue Thiers,65300,65258,Lannemezan,Hautes-Pyrénées,Occitanie,43.122287,0.383532,,Non,0531743510,,,,,,,,,,,,,
Restos du Cœur,,,,,Association,,272 rue Voltaire 65300 Lannemezan,,Rue Voltaire,65300,65258,Lannemezan,Hautes-Pyrénées,Occitanie,43.126108,0.388652,,Non,,,,,,,,,,,,,,
Desir informatique faugatien,,,Association,,,,31410 Le Fauga,,Le Fauga,31410,31181,Le Fauga,Haute-Garonne,Occitanie,43.400557,1.291478,,Non,,,,,,,,,,,,,,
mairie La Fauga,,,"Commune (Ville, CCAS, Centre Culturel...)",,,,31410 Le Fauga,,Le Fauga,31410,31181,Le Fauga,Haute-Garonne,Occitanie,43.400557,1.291478,,Non,,,mairie@lefauga.fr,,,,,,,,,,,
MSAP,,,Maison de Service au Public (MSAP),,,,2 cours Gambetta 32700 Lectoure,2,Cours Gambetta,32700,32208,Lectoure,Gers,Occitanie,43.933522,0.626401,,Non,0562687547,,ccas.accueil@mairie-lectoure.fr,https://www.maisondeservicesaupublic.fr/content/lectoure,,,,,,,,,,
Télécentre de Lectoure,,,,,,,32700 Lectoure,,Lectoure,32700,32208,Lectoure,Gers,Occitanie,43.94513,0.656629,,Non,,,priviere@mairie-lectoure.fr,,,,,,,,,,,
Régie rurale de services de Lomagne,,,Association,,,,32700 Lectoure,,Lectoure,32700,32208,Lectoure,Gers,Occitanie,43.94513,0.656629,,Non,,,regie.lectoure@cnlrq.org,,,,,,,,,,,
Bibliothèque médiathèque municipale,,,,,,,rue Saint Gervais 32700 Lectoure,,Rue Saint Gervais,32700,32208,Lectoure,Gers,Occitanie,43.934117,0.623142,,Non,0562684832,,,,,,,,,,,,,
Génération Mouvement,,,Association,,,,32700 Lectoure,,Lectoure,32700,32208,Lectoure,Gers,Occitanie,43.94513,0.656629,,Non,0562687177,,,,,,,,,,,,,
