nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
PEPINIERE D'ENTREPRISES INNOVANTE INNOVAGRASSE,INITIATIVE TERRES D'AZUR,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,4 Traverse Dupont 6130 GRASSE,4,Traverse Dupont,06130,06069,Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.657254,6.931172,,Non,,,,http://www.innovagrasse.fr/,http://www.facebook.com/InnovaGrasse/,Lundi au vendredi 9h-18h00,Mo-Fr 09:00-18:00,,,,,,,
NUM'ERIC 21,EVALECO,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,21 avenue Chiris 6130 GRASSE,21,Avenue Chiris,06130,06069,Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.657977,6.927455,,Non,,,,http://www.evaleco.org/,https://www.facebook.com/assoevaleco/,Lundi au vendredi 9h-18h00/samedi 9h-12h,,,,,,,,
LES CASERNES,ITEC,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,28 avenue mathias duval 6130 GRASSE,28,Avenue Mathias Duval,06130,06069,Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.652078,6.921913,,Non,,,,www.itec06.fr,https://fr-fr.facebook.com/itec06,Lundi au vendredi : 9h-12h/14h18h,,,,,,,,
MAISON DE LA VIE VENCOISE,INSERTION SOLIDARITE INTEGRATION,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,51 avenue des Alliés 6140 VENCE,51,Avenue des Alliés,06140,06157,Vence,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.724767,7.10541,,Non,,,,http://www.associationisi.org,https://m.facebook.com/associationISI/,Lundi au vendredi : 9h-12h/14h18h,,,,,,,,
MSAP ITINERANTE DU HAUT ET MOYEN PAYS DE LA CASA,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,-  6140 PONT DU LOUP,,Le Pont du Loup,06140,06148,Tourrettes-sur-Loup,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.718872,6.992655,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/MSAPitinerante06/,Lundi 13h30-17h00; jeudi 9h-12h30,,,,,,,,
CENTRE AFPA DE CANNES,AFPA ACCES A L'EMPLOI,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Société par actions simplifiée unipersonnelle (SASU),,161 avenue Francis Tonner 6150 CANNES,161,Avenue Francis Tonner,06150,06029,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.549633,6.970615,,Non,,,,https://www.afpa.fr/directionregionale/direction-regionale-de-paca,,Tous les premiers jeudi du mois; 9h-12h : AGORA SPACE (médiation numérique) ; 14h-18h / REPAR ACTION (repair café),,,,,,,,
INITIATIVE NICE CÔTE D'AZUR,INITIATIVE NICE CÔTE D'AZUR,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,208 boulevard du Mercantour 6200 NICE,208,Boulevard du Mercantour,06200,06088,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.67829,7.200837,,Non,,,,http://www.initiative-nca.fr,https://www.facebook.com/initiativenca/,Lundi au vendredi 9h-18h; en soirée sur rendez-vous,,,,,,,,
CENTRE EUROPEEN D'ENTREPRISE ET D'INNOVATION,METROPOLE NICE CÔTE D'AZUR,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Établissement public de coopération intercommunale (EPCI),,61 avenue Simone Veil 6200 NICE,61,Avenue Simone Veil,06200,06088,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.683342,7.202792,,Non,,,,http://www.ceeinca.org,https://www.facebook.com/CEEINCA,Lundi au vendredi 8h30-12h30/13h30-17h00,"Mo-Fr 08:30-12:30,13:30-17:00",,,,,,,
CENTRE AFPA DE NICE,AFPA ACCES A L'EMPLOI,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Société par actions simplifiée unipersonnelle (SASU),,244 route de Turin 6300 NICE,244,Route de Turin,06300,06088,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.727911,7.284182,,Non,,,,https://www.afpa.fr/directionregionale/direction-regionale-de-paca,,Tous les premiers jeudi du mois; 9h-12h : AGORA SPACE (médiation numérique) ; 14h-18h / REPAR ACTION (repair café),,,,,,,,
LE HUBLOT,DIVA,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,89 route de Turin 6300 NICE,89,Route de Turin,06300,06088,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.716551,7.284307,,Non,,,,http://www.lehublot.net,www.facebook.com/lehublot.nice,Lundi au jeudi 9h-12h/14h-18h; vendredi 9h-12h/14h-21h; samedi 18h-21h,,,,,,,,
LABOM,PRISME ,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Coopérative d'Activités et d'Entrepreneur·es (CAE),,Allée du parc 6370 MOUANS-SARTOUX,,Allée du Parc,06370,06084,Mouans-Sartoux,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.614288,6.969709,,Non,,,,http://www.labom.com,,"Lundi,mardi,mercredi, vendredi 9h-12h/14h-18h; jeudi 9h-12h/18h-21h; samedi 9h-12h",,,,,,,,
"ERIC DE CANNES, LOCOWORKING",LOGIS DES JEUNES DE PROVENCE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,5 Rue de Mimont 6400 CANNES,5,Rue de Mimont,06400,06029,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.555009,7.020011,,Non,,,,http://www.logisdesjeunes.asso.fr,https://www.facebook.com/logisdesjeunesdeprovence/,Du lundi au samedi de 9-13h/14h-20h,"Mo-Sa 09:00-13:00,14:00-20:00",,,,,,,
CENTRE SOCIAL L'EPI,UFCV,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,25 place de Provence 6470 GUILLAUMES,,Place de Provence,06470,06071,Guillaumes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,44.089024,6.852917,,Non,,,,https://epi.ufcv.fr/,https://www.facebook.com/Lépi-CS-Guillaumes,Lundi au vendredi 9h-12h30/14h-17h30,"Mo-Fr 09:00-12:30,14:00-17:30",,,,,,,
CYBERKIOSC,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,1 place de l’hotel de ville 6560 VALBONNE SOPHIA ANTIPOLIS,1,Place de l'Hotel de Ville,06560,06152,Valbonne,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.640824,7.007853,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/cyberkiosc.valbonne/,"Lundi,mardi,jeudi 9h-12h/13h30-17h; mercredi 19h-12h30/13h30-17h; vendredi, samedi 9h-12h",,,,,,,,
LE LAB,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,carrefour de Garbejaire  6560 VALBONNE SOPHIA ANTIPOLIS,,Rue de Sophia-antipolis,14200,14327,Hérouville-Saint-Clair,Calvados,Normandie,49.213979,-0.350173,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/association.slv/,Mardi 14h-17h; mercredi 14h-18h;samedi 14h-17h,,,,,,,,
MSAP ITINERANTE DU HAUT ET MOYEN PAYS DE LA CASA,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,-  6620 LE BAR SUR LOUP,,Le Bar-sur-Loup,06620,06010,Le Bar-sur-Loup,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.697755,6.961064,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/MSAPitinerante06/,Lundi 9h-12h30; jeudi 13h30-17h00,,,,,,,,
MSAP ITINERANTE DU HAUT ET MOYEN PAYS DE LA CASA,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,-  6620 CIPIERES,,Cipières,06620,06041,Cipières,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.782918,6.955936,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/MSAPitinerante06/,Vendredi 9h-13h,Fr 09:00-13:00,,,,,,,
MSAP ITINERANTE DU HAUT ET MOYEN PAYS DE LA CASA,SOPHIA LOISIR ET VIE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,-  6650 OPIO,,Opio,06650,06089,Opio,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.657128,7.004981,,Non,,,,http://www.slv-valbonne.fr,https://www.facebook.com/MSAPitinerante06/,"Mardi,mercredi 9h-12h30","Tu,We 09:00-12:30",,,,,,,
ESPACE NUMERIQUE DES MONTS D'AZUR,COMMUNAUTE D'AGGLOMERATION DU PAYS DE GRASSE,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Établissement public de coopération intercommunale (EPCI),,344 avenue des Hôtels 6850 SAINT-AUBAN,344,Avenue des Hotels,06850,06116,Saint-Auban,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.84683,6.728909,,Non,,,,http://www.paysdegrasse.fr ,,"Lundi, mardi, jeudi, vendredi 8h15-18h","Mo, Tu, Th, Fr 08:15-18:00",,,,,,,
LA FABULERIE ,LA FABULERIE ,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,10 boulevard Garibaldi 13001 MARSEILLE,10,Boulevard Garibaldi,13001,13201,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.296977,5.380968,,Non,,,,http://www.lafabulerie.com,https://www.facebook.com/Fabulerie/,Lundi au vendredi 9h-18h; soir et week-ends selon programmation,,,,,,,,
CRIJ PROVENCE-ALPES-CÔTE D'AZUR,CRIJ PROVENCE-ALPES-CÔTE D'AZUR,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,96 La Canebière 13001 MARSEILLE,96,Voie la Canebiere,13001,13201,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.297849,5.382188,,Non,,,,http://www.infojeunesse-paca.fr,http://facebook.com/CRIJPACA,"Lundi, mardi et vendredi de 13h à 18h
Mercredi de 10h à 18h
Jeudi de 13h à 21h
Accueil de groupes sur rendez-vous.
",,,,,,,,
MARS MEDIALAB,URBAN PROD,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,18 rue Colbert 13001 MARSEILLE,18,Rue Colbert,13001,13201,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.299313,5.374362,,Non,,,,http://www.urbanprod.net,https://www.facebook.com/UrbanPr0d/,"Lundi, mardi,mercredi,samedi,dimanche 9h-18h; jeudi et vendredi 9h-21h",,,,,,,,
ESPACE NUMERIQUE DE L'ADPEI,ADPEI,,Tiers-lieu / Coworking / FabLab / Hackerspace,,Association,,18 bd Camille Flammarion 13001 MARSEILLE,18,Boulevard Camille Flammarion,13001,13201,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.303916,5.387097,,Non,,,,http://www.adpei.org,https://fr-fr.facebook.com/Adpei,"Accès libre et accompagné : lundi, mardi, mercredi et vendredi de 14h à 17h ; Formation à la journée ou demi-journée",,,,,,,,
