nom,structure_porteuse,description,type_lieu,statut,nature_juridique,siret,adresse_brut,adresse_numero,adresse_rue,adresse_code_postal,adresse_code_insee,adresse_commune,adresse_departement,adresse_region,latitude,longitude,itinerant,en_ligne,contact_telephone,contact_telephone_details,contact_email,contact_web,contact_facebook,horaires_ouverture_brut,horaires_ouverture_osm,public_cible,modalites_acces,modalites_accompagnement,tarifs,accessibilite,services,labels
Gaillon,,,,,,,12-14 Rue Jean-moulin 27600 Gaillon,14,Rue Jean-moulin,27600,27275,Gaillon,Eure,Normandie,49.16151,1.336922,,Non,0232775080,,contact@espacecondorcet.org,,,8:30 - 12:30 / 13:15 - 18:00; 8:30 - 12:30 / 13:15 - 18:00; 8:30 - 12:30 / 13:15 - 18:00; 8:30 - 12:30 / 13:15 - 18:00; 8:30 - 12:30 / 13:15 - 18:00; -,"Mo 08:30-12:30,13:15-18:00; Tu 08:30-12:30,13:15-18:00; We 08:30-12:30,13:15-18:00; Th 08:30-12:30,13:15-18:00; Fr 08:30-12:30,13:15-18:00",,,,,,,France Services
Relais emploi intercommunal du Pont du Gard - Remoulins,,,,,,,4 Rue Saint André 30210 Remoulins,4,Rue Saint-andré,30210,30212,Remoulins,Gard,Occitanie,43.938468,4.565051,,Non,0466372713,,relais.emploi@cc-pontdugard.fr,,,8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00; 8:30 - 12:00 / 13:30 - 17:00; 8:30 - 12:00 / 13:30 - 17:00; -,"Mo 08:30-12:00,13:30-17:30; Tu 08:30-12:00,13:30-17:30; We 08:30-12:00; Th 08:30-12:00,13:30-17:00; Fr 08:30-12:00,13:30-17:00",,,,,,,France Services
Cèze Cévennes - St Ambroix,,,,,,,4 rue de la république 30500 Saint-Ambroix,4,Rue de la République,30500,30227,Saint-Ambroix,Gard,Occitanie,44.260462,4.198453,Oui,Non,0466562870,,relaisemploi@ceze-cevennes.fr,,,9:00 - 12:00; 9:00 - 12:00; -; 9:00 - 12:00; -; -,Mo 09:00-12:00; Tu 09:00-12:00; Th 09:00-12:00,,,,,,,France Services
PIMMS de Nimes,,,,,,,601 rue Néper 30900 Nîmes,601,Rue Neper,30900,30189,Nîmes,Gard,Occitanie,43.827362,4.328883,,Non,0466620257,,nimes@pimms.org,,,9:00 - 12:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 16:30; -,"Mo 09:00-12:00; Tu 09:00-12:00,14:00-17:00; We 09:00-12:00,14:00-17:00; Th 09:00-12:00,14:00-17:00; Fr 09:00-12:00,14:00-16:30",,,,,,,France Services
Pessac,,,,,,,1 rue de l'Horloge 33600 Pessac,,Rue de l'Horloge,33600,33318,Pessac,Gironde,Nouvelle-Aquitaine,44.791606,-0.628367,,Non,,,plateforme@mairie-pessac.fr,,,Horaires non communiqués; Horaires non communiqués; Horaires non communiqués; Horaires non communiqués; Horaires non communiqués; Horaires non communiqués,,,,,,,,France Services
Mesnil Roc'h,,,,,,,54 rue de la Libération 35720 Mesnil-Roc'h,54,Rue de la Libération,35720,35308,Mesnil-Roc'h,Ille-et-Vilaine,Bretagne,48.443171,-1.914168,,Non,0299219129,,france-services.mesnil-roch@laposte.fr,,,14:15 - 16:45; 9:15 - 12:00 / 14:15 - 16:45; 9:15 - 12:00 ; 9:15 - 12:00 / 14:15 - 16:45; 9:15 - 12:00 / 14:15 - 16:45; 9:00 - 12:00,"Mo 14:15-16:45; Tu 09:15-12:00,14:15-16:45; We 09:15-12:00; Th 09:15-12:00,14:15-16:45; Fr 09:15-12:00,14:15-16:45; Sa 09:00-12:00",,,,,,,France Services
Richelieu,,,,,,,3 Place Louis XIII 37120 Richelieu,3,Place Louis XIII,37120,37196,Richelieu,Indre-et-Loire,Centre-Val de Loire,47.012481,0.325426,,Non,0247582070,,fs.richelieu@cc-tvv.fr,,,8:30 - 12:30 / 14:00 - 17:00; 8:30 - 12:30 / 14:00 - 17:00; 8:30 - 12:30; 14:00 - 17:00; 9:00 - 12:00; -,"Mo 08:30-12:30,14:00-17:00; Tu 08:30-12:30,14:00-17:00; We 08:30-12:30; Th 14:00-17:00; Fr 09:00-12:00",,,,,,,France Services
Mer,,,,,,,9 rue nationale 41500 Mer,9,Rue Nationale,41500,41207,Saint-Dyé-sur-Loire,Loir-et-Cher,Centre-Val de Loire,47.656481,1.493472,Oui,Non,0677164697,,franceservices@beaucevaldeloire.fr,,,9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; -,"Mo 09:00-12:30,14:00-17:00; Tu 09:00-12:30,14:00-17:00; We 09:00-12:30,14:00-17:00; Th 09:00-12:30,14:00-17:00; Fr 09:00-12:30,14:00-17:00",,,,,,,France Services
Pont de Montvert Sud Mont-Lozère,,,,,,,Le Pont de Montvert 48220 Pont de Montvert - Sud Mont Lozère,,Rue du Temple (Le Pont-de-Montvert),48220,48116,Pont de Montvert - Sud Mont Lozère,Lozère,Occitanie,44.363979,3.745104,,Non,0434090614,,franceservices@cevennes-mont-lozere.fr,,,9:30 - 12:00 / Sur RDV : après-midi; 9:30 - 12:00 / Sur RDV : après-midi; 9:30 - 12:00 ; 9:30 - 12:00 / 14:00 - 19:00; 9:30 - 12:00 ; -,,,,,,,,France Services
Villedieu,,,,,,,11 Rue Pierre Paris 50800 Villedieu-les-Poêles-Rouffigny,11,Rue Pierre Paris,50800,50639,Villedieu-les-Poêles-Rouffigny,Manche,Normandie,48.835873,-1.221701,,Non,0233901790,,accueil@villedieuintercom.fr,,,8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00 / 13:30 - 17:30; 8:30 - 12:00 / 13:30 - 17:30; -,"Mo 08:30-12:00,13:30-17:30; Tu 08:30-12:00,13:30-17:30; We 08:30-12:00,13:30-17:30; Th 08:30-12:00,13:30-17:30; Fr 08:30-12:00,13:30-17:30",,,,,,,France Services
Loiron,,,,,,,"Maison de Pays, Zone d'activité La Chapelle du Chêne 53320 Loiron-Ruillé",,Route de la Chapelle du Chene (Loiron),53320,53137,Loiron-Ruillé,Mayenne,Pays de la Loire,48.067543,-0.93178,,Non,0243021931,,msap@agglo-laval.fr,,,9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:00; -,"Mo 09:00-12:00,13:30-17:30; Tu 09:00-12:00,13:30-17:30; We 09:00-12:00,13:30-17:30; Th 09:00-12:00,13:30-17:30; Fr 09:00-12:00,13:30-17:00",,,,,,,France Services
Ernée,,,,,,,Parc d'activités de la Querminais BP 28 53500 Ernée,,Parc d'Activite des Falaises,27100,27701,Val-de-Reuil,Eure,Normandie,49.267335,1.204529,,Non,0243054631,,msap@lernee.fr,,,8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 16:30; -,"Mo 08:30-12:30,13:30-17:30; Tu 08:30-12:30,13:30-17:30; We 08:30-12:30,13:30-17:30; Th 08:30-12:30,13:30-17:30; Fr 08:30-12:30,13:30-16:30",,,,,,,France Services
Fourchambault,,,,,,,Avenue Jean Jaurès 58600 Fourchambault,,Avenue Jean Jaurès,58600,58117,Fourchambault,Nièvre,Bourgogne-Franche-Comté,47.018748,3.083292,,Non,0386909000,,franceservices.fourchambault@gmail.com,,,8:30 - 12:00 / 13:30 - 18:00; 8:30 - 12:00 / 13:30 - 18:00; 8:30 - 12:00 / 13:30 - 18:00; 8:30 - 12:00 / 13:30 - 18:00; 8:30 - 12:00 / 13:30 - 17:00; -,"Mo 08:30-12:00,13:30-18:00; Tu 08:30-12:00,13:30-18:00; We 08:30-12:00,13:30-18:00; Th 08:30-12:00,13:30-18:00; Fr 08:30-12:00,13:30-17:00",,,,,,,France Services
Bus itinérant de l’Avesnois,,,,,,,64 rue Léo Lagrange 59440 Avesnes-sur-Helpe,64,Rue Leo Lagrange,59440,59036,Avesnes-sur-Helpe,Nord,Hauts-de-France,50.123288,3.930797,Oui,Non,0359731820,,avesnois.franceservices@lenord.fr,,,9:30 - 12:30 / 13:30 - 16:00; 9:30 - 12:30 / 13:30 - 16:00; 9:30 - 12:30 / 13:30 - 16:00; 9:30 - 12:30 / 13:30 - 16:00; 9:00 - 13:00; -,"Mo 09:30-12:30,13:30-16:00; Tu 09:30-12:30,13:30-16:00; We 09:30-12:30,13:30-16:00; Th 09:30-12:30,13:30-16:00; Fr 09:00-13:00",,,,,,,France Services
Le Coudray Saint-Germer,,,,,,,4 Rue des Ecoles 60850 Le Coudray-Saint-Germer,4,Rue des Ecoles,60850,60164,Le Coudray-Saint-Germer,Oise,Hauts-de-France,49.412458,1.839366,,Non,0344818300,,msap.lecoudraystgermer@gmail.com,,,9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00,"Mo 09:00-12:00,13:30-17:30; Tu 09:00-12:00,13:30-17:30; We 09:00-12:00,13:30-17:30; Th 09:00-12:00,13:30-17:30; Fr 09:00-12:00,13:30-17:30; Sa 09:00-12:00",,,,,,,France Services
Maison Service public +,,,,,,,Rue de Schwerte 62400 Béthune,,Rue de Schwerte,62400,62119,Béthune,Pas-de-Calais,Hauts-de-France,50.518957,2.624902,,Non,0321549716,,franceservices@ville-bethune.fr,,,9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; 9:00 - 12:30 / 14:00 - 17:00; 9:00 - 19:30; 9:00 - 12:30 / 14:00 - 17:00; -,"Mo 09:00-12:30,14:00-17:00; Tu 09:00-12:30,14:00-17:00; We 09:00-12:30,14:00-17:00; Th 09:00-19:30; Fr 09:00-12:30,14:00-17:00",,,,,,,France Services
Pontgibaud,,,,,,,Rue du Frère Genestier 63230 Pontgibaud,,Rue du Frére Genestier,63230,63285,Pontgibaud,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.832691,2.853777,,Non,0473887558,,franceservices.pontgibaud@ccvcommunaute.fr,,,9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 16:30; -,"Mo 09:00-12:30,13:30-17:00; Tu 09:00-12:30,13:30-17:00; We 09:00-12:30,13:30-17:00; Th 09:00-12:30,13:30-17:00; Fr 09:00-12:30,13:30-16:30",,,,,,,France Services
Mont Dore relais Sancy,,,,,,,1 rue Côte Boissy 63240 Mont-Dore,1,Rue Cote Boissy,63240,63236,Mont-Dore,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.575118,2.810089,,Non,0464779130,,contact@lerelais-sancy.org,,,8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30; -,"Mo 08:30-12:30,13:30-17:30; Tu 08:30-12:30,13:30-17:30; We 08:30-12:30; Th 08:30-12:30,13:30-17:30; Fr 08:30-12:30",,,,,,,France Services
Pontaumur,,,,,,,6 avenue du Marronnier 63380 Pontaumur,6,Avenue du Marronnier,63380,63283,Pontaumur,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.868269,2.675252,,Non,0473797070,,franceservices.pontaumur@ccvcommunaute.fr,,,9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 16:30; -,"Mo 09:00-12:30,13:30-17:00; Tu 09:00-12:30,13:30-17:00; We 09:00-12:30,13:30-17:00; Th 09:00-12:30,13:30-17:00; Fr 09:00-12:30,13:30-16:30",,,,,,,France Services
Viverols,,,,,,,3 place de l’église 63840 Viverols,3,Place de l'Eglise,63840,63465,Viverols,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.433359,3.883726,,Non,0473953640,,msap.viverols@ambertlivradoisforez.fr,,,9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 16:30; -,"Mo 09:00-12:00,14:00-17:00; Tu 09:00-12:00,14:00-17:00; We 09:00-12:00,14:00-17:00; Th 09:00-12:00,14:00-17:00; Fr 09:00-12:00,14:00-16:30",,,,,,,France Services
Pays du Mont Blanc,,,,,,,109 rue Justin 74700 Sallanches,109,R Justin,74700,74256,Sallanches,Haute-Savoie,Auvergne-Rhône-Alpes,45.937423,6.629827,,Non,0450183139,,fs.sallanches@faucignymontblanc.com,,,13:30 - 17:00; 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30 / 13:30 - 17:00; -,"Mo 13:30-17:00; Tu 13:30-17:00; We 09:00-12:30,13:30-17:00; Th 09:00-12:30,13:30-17:00; Fr 09:00-12:30,13:30-17:00",,,,,,,France Services
Muy,,,,,,,2 rue Joachim Ollivier 83490 Le Muy,2,Rue Joachim Ollivier,83490,83086,Le Muy,Var,Provence-Alpes-Côte d'Azur,43.473786,6.566407,,Non,0494435000,,franceservices.lemuy@mode83.net,,,9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00; 9:00 - 12:00 / 14:00 - 17:00; -,"Mo 09:00-12:00,14:00-17:00; Tu 09:00-12:00; We 09:00-12:00,14:00-17:00; Th 09:00-12:00; Fr 09:00-12:00,14:00-17:00",,,,,,,France Services
Seyne sur mer,,,,,,,98 avenue Louis Pergaud 83500 La Seyne-sur-Mer,98,Avenue Louis Pergaud,83500,83126,La Seyne-sur-Mer,Var,Provence-Alpes-Côte d'Azur,43.111584,5.869744,,Non,0494109350,,giplaseyne@hotmail.fr,,,8:30 - 12:00 / 13:15 - 17:00; 8:30 - 12:00 / 13:15 - 17:00; 8:30 - 12:00 / 13:15 - 17:00; 8:30 - 12:00 / 13:15 - 17:00; 8:30 - 12:00 / 13:15 - 17:00; -,"Mo 08:30-12:00,13:15-17:00; Tu 08:30-12:00,13:15-17:00; We 08:30-12:00,13:15-17:00; Th 08:30-12:00,13:15-17:00; Fr 08:30-12:00,13:15-17:00",,,,,,,France Services
Valréas,,,,,,,Place Aristide Briand 84600 Valréas,,Place Aristide Briand,84600,84138,Valréas,Vaucluse,Provence-Alpes-Côte d'Azur,44.383619,4.990672,,Non,0490656240,,msap@mairie-valreas.fr ,,,8:00 - 12:00 / 14:00 - 17:00; 8:00 - 12:00 / 14:00 - 17:00; 8:00 - 12:00 / 14:00 - 17:00; 8:00 - 12:00 / 14:00 - 17:00; 8:00 - 12:00 / 14:00 - 17:00; -,"Mo 08:00-12:00,14:00-17:00; Tu 08:00-12:00,14:00-17:00; We 08:00-12:00,14:00-17:00; Th 08:00-12:00,14:00-17:00; Fr 08:00-12:00,14:00-17:00",,,,,,,France Services
Colombes,,,,,,,1 rue Jules Michelet 92700 Colombes,1,Rue Jules Michelet,92700,92025,Colombes,Hauts-de-Seine,Île-de-France,48.931774,2.266738,,Non,0141194870,,,,,10:30 - 12:00 / 13:30 - 17:00; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30; 9:00 - 12:00 / 13:30 - 17:30,"Mo 10:30-12:00,13:30-17:00; Tu 09:00-12:00,13:30-17:30; We 09:00-12:00,13:30-17:30; Th 09:00-12:00,13:30-17:30; Fr 09:00-12:00,13:30-17:30; Sa 09:00-12:00,13:30-17:30",,,,,,,France Services
Digne les Bains,,,,,,,12 Avenue Demontzey 04000 Digne-les-Bains,12,Avenue Demontzey,04000,04070,Digne-les-Bains,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,44.093922,6.230526,,Non,0492649761,,,,,8:30 - 12:15 / 13:15 - 16:15; 8:30 - 12:15; 8:30 - 12:15; 8:30 - 12:15; 8:30 - 12:15 / 13:15 - 16:15; -,"Mo 08:30-12:15,13:15-16:15; Tu 08:30-12:15; We 08:30-12:15; Th 08:30-12:15; Fr 08:30-12:15,13:15-16:15",,,,,,,France Services
Chazelles-sur-Lyon,,,,,,,3 place Massenet 42140 Chazelles-sur-Lyon,3,Place Massenet,42140,42059,Chazelles-sur-Lyon,Loire,Auvergne-Rhône-Alpes,45.637884,4.393328,,Non,0477945570,,france.services@forez-est.fr,,,-; 9:30 - 16:30; 9:30 - 12:00 / 14:00 - 16:30; 14:00 - 16:30; 9:30 - 16:30; 9:30 - 12:00,"Tu 09:30-16:30; We 09:30-12:00,14:00-16:30; Th 14:00-16:30; Fr 09:30-16:30; Sa 09:30-12:00",,,,,,,France Services
Albret - Lavardac,,,,,,,Avenue Victoire 47230 Lavardac,,Avenue de la Victoire,47230,47143,Lavardac,Lot-et-Garonne,Nouvelle-Aquitaine,44.178736,0.298983,Oui,Non,0630883080,,,,,9:00 - 12:00 / 14:00 - 17:00; -; -; 14:00 - 17:00; 9:00 - 12:00; -,"Mo 09:00-12:00,14:00-17:00; Th 14:00-17:00; Fr 09:00-12:00",,,,,,,France Services
